"","GO.ID","Term","Annotated","Significant","Expected","Fisher","fdr"
"354","GO:0003951","NAD+ kinase activity",6,0,0.73,"1.00000",1
"355","GO:0003979","UDP-glucose 6-dehydrogenase activity",3,0,0.36,"1.00000",1
"356","GO:0003984","acetolactate synthase activity",4,0,0.49,"1.00000",1
"357","GO:0003989","acetyl-CoA carboxylase activity",4,0,0.49,"1.00000",1
"358","GO:0004013","adenosylhomocysteinase activity",3,0,0.36,"1.00000",1
"359","GO:0004017","adenylate kinase activity",6,0,0.73,"1.00000",1
"360","GO:0004019","adenylosuccinate synthase activity",3,0,0.36,"1.00000",1
"361","GO:0004030","aldehyde dehydrogenase [NAD(P)+] activit...",4,0,0.49,"1.00000",1
"362","GO:0004045","aminoacyl-tRNA hydrolase activity",6,0,0.73,"1.00000",1
"363","GO:0004070","aspartate carbamoyltransferase activity",3,0,0.36,"1.00000",1
"364","GO:0004072","aspartate kinase activity",3,0,0.36,"1.00000",1
"365","GO:0004089","carbonate dehydratase activity",3,0,0.36,"1.00000",1
"366","GO:0004112","cyclic-nucleotide phosphodiesterase acti...",5,0,0.61,"1.00000",1
"367","GO:0004114","3',5'-cyclic-nucleotide phosphodiesteras...",3,0,0.36,"1.00000",1
"368","GO:0004124","cysteine synthase activity",9,0,1.09,"1.00000",1
"369","GO:0004133","glycogen debranching enzyme activity",3,0,0.36,"1.00000",1
"370","GO:0004134","4-alpha-glucanotransferase activity",3,0,0.36,"1.00000",1
"371","GO:0004176","ATP-dependent peptidase activity",8,0,0.97,"1.00000",1
"372","GO:0004181","metallocarboxypeptidase activity",3,0,0.36,"1.00000",1
"373","GO:0004312","fatty acid synthase activity",4,0,0.49,"1.00000",1
"374","GO:0004326","tetrahydrofolylpolyglutamate synthase ac...",3,0,0.36,"1.00000",1
"375","GO:0004332","fructose-bisphosphate aldolase activity",4,0,0.49,"1.00000",1
"376","GO:0004345","glucose-6-phosphate dehydrogenase activi...",4,0,0.49,"1.00000",1
"377","GO:0004356","glutamate-ammonia ligase activity",5,0,0.61,"1.00000",1
"378","GO:0004367","glycerol-3-phosphate dehydrogenase [NAD+...",4,0,0.49,"1.00000",1
"379","GO:0004373","glycogen (starch) synthase activity",4,0,0.49,"1.00000",1
"380","GO:0004462","lactoylglutathione lyase activity",4,0,0.49,"1.00000",1
"381","GO:0004474","malate synthase activity",3,0,0.36,"1.00000",1
"382","GO:0004476","mannose-6-phosphate isomerase activity",3,0,0.36,"1.00000",1
"383","GO:0004478","methionine adenosyltransferase activity",4,0,0.49,"1.00000",1
"384","GO:0004482","mRNA (guanine-N7-)-methyltransferase act...",3,0,0.36,"1.00000",1
"385","GO:0004519","endonuclease activity",12,0,1.46,"1.00000",1
"386","GO:0004520","endodeoxyribonuclease activity",5,0,0.61,"1.00000",1
"387","GO:0004527","exonuclease activity",6,0,0.73,"1.00000",1
"388","GO:0004529","exodeoxyribonuclease activity",3,0,0.36,"1.00000",1
"389","GO:0004532","exoribonuclease activity",3,0,0.36,"1.00000",1
"390","GO:0004536","deoxyribonuclease activity",8,0,0.97,"1.00000",1
"391","GO:0004550","nucleoside diphosphate kinase activity",6,0,0.73,"1.00000",1
"392","GO:0004559","alpha-mannosidase activity",5,0,0.61,"1.00000",1
"393","GO:0004571","mannosyl-oligosaccharide 1,2-alpha-manno...",5,0,0.61,"1.00000",1
"394","GO:0004576","oligosaccharyl transferase activity",6,0,0.73,"1.00000",1
"395","GO:0004579","dolichyl-diphosphooligosaccharide-protei...",4,0,0.49,"1.00000",1
"396","GO:0004611","phosphoenolpyruvate carboxykinase activi...",4,0,0.49,"1.00000",1
"397","GO:0004618","phosphoglycerate kinase activity",4,0,0.49,"1.00000",1
"398","GO:0004619","phosphoglycerate mutase activity",3,0,0.36,"1.00000",1
"399","GO:0004623","phospholipase A2 activity",3,0,0.36,"1.00000",1
"400","GO:0004645","1,4-alpha-oligoglucan phosphorylase acti...",6,0,0.73,"1.00000",1
"401","GO:0004664","prephenate dehydratase activity",4,0,0.49,"1.00000",1
"402","GO:0004725","protein tyrosine phosphatase activity",10,0,1.22,"1.00000",1
"403","GO:0004738","pyruvate dehydrogenase activity",4,0,0.49,"1.00000",1
"404","GO:0004739","pyruvate dehydrogenase (acetyl-transferr...",4,0,0.49,"1.00000",1
"405","GO:0004751","ribose-5-phosphate isomerase activity",4,0,0.49,"1.00000",1
"406","GO:0004791","thioredoxin-disulfide reductase activity",4,0,0.49,"1.00000",1
"407","GO:0004860","protein kinase inhibitor activity",6,0,0.73,"1.00000",1
"408","GO:0004861","cyclin-dependent protein serine/threonin...",6,0,0.73,"1.00000",1
"409","GO:0004864","protein phosphatase inhibitor activity",3,0,0.36,"1.00000",1
"410","GO:0005093","Rab GDP-dissociation inhibitor activity",5,0,0.61,"1.00000",1
"411","GO:0005096","GTPase activator activity",21,0,2.55,"1.00000",1
"412","GO:0005199","structural constituent of cell wall",16,0,1.94,"1.00000",1
"413","GO:0005247","voltage-gated chloride channel activity",6,0,0.73,"1.00000",1
"414","GO:0005253","anion channel activity",6,0,0.73,"1.00000",1
"415","GO:0005254","chloride channel activity",6,0,0.73,"1.00000",1
"416","GO:0005315","inorganic phosphate transmembrane transp...",4,0,0.49,"1.00000",1
"417","GO:0005375","copper ion transmembrane transporter act...",4,0,0.49,"1.00000",1
"418","GO:0005452","inorganic anion exchanger activity",5,0,0.61,"1.00000",1
"419","GO:0005484","SNAP receptor activity",4,0,0.49,"1.00000",1
"420","GO:0005542","folic acid binding",3,0,0.36,"1.00000",1
"421","GO:0008047","enzyme activator activity",22,0,2.67,"1.00000",1
"422","GO:0008061","chitin binding",6,0,0.73,"1.00000",1
"423","GO:0008092","cytoskeletal protein binding",15,0,1.82,"1.00000",1
"424","GO:0008146","sulfotransferase activity",14,0,1.7,"1.00000",1
"425","GO:0008173","RNA methyltransferase activity",4,0,0.49,"1.00000",1
"426","GO:0008174","mRNA methyltransferase activity",3,0,0.36,"1.00000",1
"427","GO:0008235","metalloexopeptidase activity",3,0,0.36,"1.00000",1
"428","GO:0008297","single-stranded DNA exodeoxyribonuclease...",3,0,0.36,"1.00000",1
"429","GO:0008308","voltage-gated anion channel activity",6,0,0.73,"1.00000",1
"430","GO:0008408","3'-5' exonuclease activity",3,0,0.36,"1.00000",1
"431","GO:0008409","5'-3' exonuclease activity",3,0,0.36,"1.00000",1
"432","GO:0008429","phosphatidylethanolamine binding",6,0,0.73,"1.00000",1
"433","GO:0008483","transaminase activity",4,0,0.49,"1.00000",1
"434","GO:0008641","ubiquitin-like modifier activating enzym...",8,0,0.97,"1.00000",1
"435","GO:0008667","2,3-dihydro-2,3-dihydroxybenzoate dehydr...",3,0,0.36,"1.00000",1
"436","GO:0010340","carboxyl-O-methyltransferase activity",3,0,0.36,"1.00000",1
"437","GO:0015018","galactosylgalactosylxylosylprotein 3-bet...",4,0,0.49,"1.00000",1
"438","GO:0015020","glucuronosyltransferase activity",4,0,0.49,"1.00000",1
"439","GO:0015035","protein-disulfide reductase activity",12,0,1.46,"1.00000",1
"440","GO:0015036","disulfide oxidoreductase activity",12,0,1.46,"1.00000",1
"441","GO:0015095","magnesium ion transmembrane transporter ...",12,0,1.46,"1.00000",1
"442","GO:0015098","molybdate ion transmembrane transporter ...",4,0,0.49,"1.00000",1
"443","GO:0015108","chloride transmembrane transporter activ...",6,0,0.73,"1.00000",1
"444","GO:0015923","mannosidase activity",5,0,0.61,"1.00000",1
"445","GO:0015924","mannosyl-oligosaccharide mannosidase act...",5,0,0.61,"1.00000",1
"446","GO:0016211","ammonia ligase activity",5,0,0.61,"1.00000",1
"447","GO:0016417","S-acyltransferase activity",4,0,0.49,"1.00000",1
"448","GO:0016421","CoA carboxylase activity",4,0,0.49,"1.00000",1
"449","GO:0016538","cyclin-dependent protein serine/threonin...",6,0,0.73,"1.00000",1
"450","GO:0016634","oxidoreductase activity, acting on the C...",4,0,0.49,"1.00000",1
"451","GO:0016667","oxidoreductase activity, acting on a sul...",19,0,2.31,"1.00000",1
"452","GO:0016668","oxidoreductase activity, acting on a sul...",13,0,1.58,"1.00000",1
"453","GO:0016670","oxidoreductase activity, acting on a sul...",3,0,0.36,"1.00000",1
"454","GO:0016743","carboxyl- or carbamoyltransferase activi...",3,0,0.36,"1.00000",1
"455","GO:0016744","transketolase or transaldolase activity",4,0,0.49,"1.00000",1
"456","GO:0016769","transferase activity, transferring nitro...",4,0,0.49,"1.00000",1
"457","GO:0016774","phosphotransferase activity, carboxyl gr...",9,0,1.09,"1.00000",1
"458","GO:0016780","phosphotransferase activity, for other s...",3,0,0.36,"1.00000",1
"459","GO:0016782","transferase activity, transferring sulph...",14,0,1.7,"1.00000",1
"460","GO:0016790","thiolester hydrolase activity",3,0,0.36,"1.00000",1
"461","GO:0016796","exonuclease activity, active with either...",6,0,0.73,"1.00000",1
"462","GO:0016801","hydrolase activity, acting on ether bond...",3,0,0.36,"1.00000",1
"463","GO:0016802","trialkylsulfonium hydrolase activity",3,0,0.36,"1.00000",1
"464","GO:0016835","carbon-oxygen lyase activity",23,0,2.8,"1.00000",1
"465","GO:0016836","hydro-lyase activity",16,0,1.94,"1.00000",1
"466","GO:0016838","carbon-oxygen lyase activity, acting on ...",5,0,0.61,"1.00000",1
"467","GO:0016846","carbon-sulfur lyase activity",7,0,0.85,"1.00000",1
"468","GO:0016866","intramolecular transferase activity",14,0,1.7,"1.00000",1
"469","GO:0016868","intramolecular transferase activity, pho...",4,0,0.49,"1.00000",1
"470","GO:0016872","intramolecular lyase activity",4,0,0.49,"1.00000",1
"471","GO:0016877","ligase activity, forming carbon-sulfur b...",8,0,0.97,"1.00000",1
"472","GO:0016880","acid-ammonia (or amide) ligase activity",5,0,0.61,"1.00000",1
"473","GO:0016885","ligase activity, forming carbon-carbon b...",4,0,0.49,"1.00000",1
"474","GO:0016888","endodeoxyribonuclease activity, producin...",4,0,0.49,"1.00000",1
"475","GO:0016893","endonuclease activity, active with eithe...",4,0,0.49,"1.00000",1
"476","GO:0016895","exodeoxyribonuclease activity, producing...",3,0,0.36,"1.00000",1
"477","GO:0016896","exoribonuclease activity, producing 5'-p...",3,0,0.36,"1.00000",1
"478","GO:0019202","amino acid kinase activity",6,0,0.73,"1.00000",1
"479","GO:0019207","kinase regulator activity",6,0,0.73,"1.00000",1
"480","GO:0019208","phosphatase regulator activity",4,0,0.49,"1.00000",1
"481","GO:0019210","kinase inhibitor activity",6,0,0.73,"1.00000",1
"482","GO:0019212","phosphatase inhibitor activity",3,0,0.36,"1.00000",1
"483","GO:0019238","cyclohydrolase activity",5,0,0.61,"1.00000",1
"484","GO:0019825","oxygen binding",5,0,0.61,"1.00000",1
"485","GO:0019842","vitamin binding",6,0,0.73,"1.00000",1
"486","GO:0019887","protein kinase regulator activity",6,0,0.73,"1.00000",1
"487","GO:0019888","protein phosphatase regulator activity",3,0,0.36,"1.00000",1
"488","GO:0020037","heme binding",3,0,0.36,"1.00000",1
"489","GO:0030170","pyridoxal phosphate binding",3,0,0.36,"1.00000",1
"490","GO:0030246","carbohydrate binding",15,0,1.82,"1.00000",1
"491","GO:0030247","polysaccharide binding",14,0,1.7,"1.00000",1
"492","GO:0030291","protein serine/threonine kinase inhibito...",6,0,0.73,"1.00000",1
"493","GO:0030674","protein-macromolecule adaptor activity",4,0,0.49,"1.00000",1
"494","GO:0031406","carboxylic acid binding",3,0,0.36,"1.00000",1
"495","GO:0033218","amide binding",7,0,0.85,"1.00000",1
"496","GO:0034061","DNA polymerase activity",3,0,0.36,"1.00000",1
"497","GO:0035091","phosphatidylinositol binding",11,0,1.34,"1.00000",1
"498","GO:0035312","5'-3' exodeoxyribonuclease activity",3,0,0.36,"1.00000",1
"499","GO:0043177","organic acid binding",3,0,0.36,"1.00000",1
"500","GO:0045145","single-stranded DNA 5'-3' exodeoxyribonu...",3,0,0.36,"1.00000",1
"501","GO:0046906","tetrapyrrole binding",3,0,0.36,"1.00000",1
"502","GO:0047134","protein-disulfide reductase (NAD(P)) act...",11,0,1.34,"1.00000",1
"503","GO:0047952","glycerol-3-phosphate dehydrogenase [NAD(...",4,0,0.49,"1.00000",1
"504","GO:0051287","NAD binding",4,0,0.49,"1.00000",1
"505","GO:0051998","protein carboxyl O-methyltransferase act...",3,0,0.36,"1.00000",1
"506","GO:0060090","molecular adaptor activity",4,0,0.49,"1.00000",1
"507","GO:0070279","vitamin B6 binding",3,0,0.36,"1.00000",1
"508","GO:0070566","adenylyltransferase activity",3,0,0.36,"1.00000",1
"509","GO:0072341","modified amino acid binding",3,0,0.36,"1.00000",1
"510","GO:0080019","fatty-acyl-CoA reductase (alcohol-formin...",4,0,0.49,"1.00000",1
"511","GO:0106130","purine phosphoribosyltransferase activit...",3,0,0.36,"1.00000",1
"512","GO:0120227","acyl-CoA binding",4,0,0.49,"1.00000",1
"513","GO:0140101","catalytic activity, acting on a tRNA",14,0,1.7,"1.00000",1
"514","GO:1901567","fatty acid derivative binding",4,0,0.49,"1.00000",1
"515","GO:1901681","sulfur compound binding",4,0,0.49,"1.00000",1
