"","GO.ID","Term","Annotated","Significant","Expected","Fisher","fdr"
"369","GO:0000819","sister chromatid segregation",5,0,1.03,"1.0000",1
"370","GO:0000910","cytokinesis",6,0,1.23,"1.0000",1
"371","GO:0000917","division septum assembly",6,0,1.23,"1.0000",1
"372","GO:0000956","nuclear-transcribed mRNA catabolic proce...",5,0,1.03,"1.0000",1
"373","GO:0001510","RNA methylation",7,0,1.44,"1.0000",1
"374","GO:0001522","pseudouridine synthesis",22,0,4.52,"1.0000",1
"375","GO:0001932","regulation of protein phosphorylation",7,0,1.44,"1.0000",1
"376","GO:0006066","alcohol metabolic process",4,0,0.82,"1.0000",1
"377","GO:0006298","mismatch repair",4,0,0.82,"1.0000",1
"378","GO:0006302","double-strand break repair",4,0,0.82,"1.0000",1
"379","GO:0006304","DNA modification",4,0,0.82,"1.0000",1
"380","GO:0006305","DNA alkylation",4,0,0.82,"1.0000",1
"381","GO:0006306","DNA methylation",4,0,0.82,"1.0000",1
"382","GO:0006308","DNA catabolic process",3,0,0.62,"1.0000",1
"383","GO:0006310","DNA recombination",4,0,0.82,"1.0000",1
"384","GO:0006325","chromatin organization",3,0,0.62,"1.0000",1
"385","GO:0006338","chromatin remodeling",3,0,0.62,"1.0000",1
"386","GO:0006352","DNA-templated transcription, initiation",8,0,1.64,"1.0000",1
"387","GO:0006353","DNA-templated transcription, termination",3,0,0.62,"1.0000",1
"388","GO:0006354","DNA-templated transcription, elongation",3,0,0.62,"1.0000",1
"389","GO:0006357","regulation of transcription by RNA polym...",3,0,0.62,"1.0000",1
"390","GO:0006359","regulation of transcription by RNA polym...",3,0,0.62,"1.0000",1
"391","GO:0006366","transcription by RNA polymerase II",10,0,2.05,"1.0000",1
"392","GO:0006368","transcription elongation from RNA polyme...",3,0,0.62,"1.0000",1
"393","GO:0006383","transcription by RNA polymerase III",3,0,0.62,"1.0000",1
"394","GO:0006400","tRNA modification",9,0,1.85,"1.0000",1
"395","GO:0006401","RNA catabolic process",14,0,2.87,"1.0000",1
"396","GO:0006402","mRNA catabolic process",14,0,2.87,"1.0000",1
"397","GO:0006468","protein phosphorylation",7,0,1.44,"1.0000",1
"398","GO:0006470","protein dephosphorylation",15,0,3.08,"1.0000",1
"399","GO:0006479","protein methylation",13,0,2.67,"1.0000",1
"400","GO:0006480","N-terminal protein amino acid methylatio...",3,0,0.62,"1.0000",1
"401","GO:0006497","protein lipidation",7,0,1.44,"1.0000",1
"402","GO:0006506","GPI anchor biosynthetic process",7,0,1.44,"1.0000",1
"403","GO:0006511","ubiquitin-dependent protein catabolic pr...",36,0,7.39,"1.0000",1
"404","GO:0006605","protein targeting",10,0,2.05,"1.0000",1
"405","GO:0006612","protein targeting to membrane",8,0,1.64,"1.0000",1
"406","GO:0006613","cotranslational protein targeting to mem...",8,0,1.64,"1.0000",1
"407","GO:0006614","SRP-dependent cotranslational protein ta...",8,0,1.64,"1.0000",1
"408","GO:0006637","acyl-CoA metabolic process",3,0,0.62,"1.0000",1
"409","GO:0006665","sphingolipid metabolic process",3,0,0.62,"1.0000",1
"410","GO:0006672","ceramide metabolic process",3,0,0.62,"1.0000",1
"411","GO:0006743","ubiquinone metabolic process",3,0,0.62,"1.0000",1
"412","GO:0006744","ubiquinone biosynthetic process",3,0,0.62,"1.0000",1
"413","GO:0006766","vitamin metabolic process",5,0,1.03,"1.0000",1
"414","GO:0006767","water-soluble vitamin metabolic process",5,0,1.03,"1.0000",1
"415","GO:0006777","Mo-molybdopterin cofactor biosynthetic p...",3,0,0.62,"1.0000",1
"416","GO:0006801","superoxide metabolic process",3,0,0.62,"1.0000",1
"417","GO:0006826","iron ion transport",3,0,0.62,"1.0000",1
"418","GO:0006873","cellular ion homeostasis",4,0,0.82,"1.0000",1
"419","GO:0006886","intracellular protein transport",59,0,12.12,"1.0000",1
"420","GO:0006887","exocytosis",8,0,1.64,"1.0000",1
"421","GO:0006888","endoplasmic reticulum to Golgi vesicle-m...",4,0,0.82,"1.0000",1
"422","GO:0006891","intra-Golgi vesicle-mediated transport",4,0,0.82,"1.0000",1
"423","GO:0006897","endocytosis",3,0,0.62,"1.0000",1
"424","GO:0006900","vesicle budding from membrane",4,0,0.82,"1.0000",1
"425","GO:0006901","vesicle coating",4,0,0.82,"1.0000",1
"426","GO:0006903","vesicle targeting",4,0,0.82,"1.0000",1
"427","GO:0006904","vesicle docking involved in exocytosis",8,0,1.64,"1.0000",1
"428","GO:0006914","autophagy",13,0,2.67,"1.0000",1
"429","GO:0007033","vacuole organization",13,0,2.67,"1.0000",1
"430","GO:0007034","vacuolar transport",16,0,3.29,"1.0000",1
"431","GO:0007049","cell cycle",33,0,6.78,"1.0000",1
"432","GO:0007051","spindle organization",7,0,1.44,"1.0000",1
"433","GO:0007059","chromosome segregation",5,0,1.03,"1.0000",1
"434","GO:0007088","regulation of mitotic nuclear division",4,0,0.82,"1.0000",1
"435","GO:0007091","metaphase/anaphase transition of mitotic...",4,0,0.82,"1.0000",1
"436","GO:0007093","mitotic cell cycle checkpoint signaling",4,0,0.82,"1.0000",1
"437","GO:0007094","mitotic spindle assembly checkpoint sign...",4,0,0.82,"1.0000",1
"438","GO:0007346","regulation of mitotic cell cycle",4,0,0.82,"1.0000",1
"439","GO:0008213","protein alkylation",13,0,2.67,"1.0000",1
"440","GO:0009110","vitamin biosynthetic process",5,0,1.03,"1.0000",1
"441","GO:0009451","RNA modification",40,0,8.21,"1.0000",1
"442","GO:0009605","response to external stimulus",4,0,0.82,"1.0000",1
"443","GO:0009607","response to biotic stimulus",3,0,0.62,"1.0000",1
"444","GO:0009767","photosynthetic electron transport chain",3,0,0.62,"1.0000",1
"445","GO:0009772","photosynthetic electron transport in pho...",3,0,0.62,"1.0000",1
"446","GO:0009790","embryo development",3,0,0.62,"1.0000",1
"447","GO:0009892","negative regulation of metabolic process",24,0,4.93,"1.0000",1
"448","GO:0009893","positive regulation of metabolic process",3,0,0.62,"1.0000",1
"449","GO:0010564","regulation of cell cycle process",8,0,1.64,"1.0000",1
"450","GO:0010605","negative regulation of macromolecule met...",24,0,4.93,"1.0000",1
"451","GO:0010629","negative regulation of gene expression",23,0,4.72,"1.0000",1
"452","GO:0010639","negative regulation of organelle organiz...",4,0,0.82,"1.0000",1
"453","GO:0010948","negative regulation of cell cycle proces...",7,0,1.44,"1.0000",1
"454","GO:0010965","regulation of mitotic sister chromatid s...",4,0,0.82,"1.0000",1
"455","GO:0015969","guanosine tetraphosphate metabolic proce...",3,0,0.62,"1.0000",1
"456","GO:0016050","vesicle organization",4,0,0.82,"1.0000",1
"457","GO:0016192","vesicle-mediated transport",28,0,5.75,"1.0000",1
"458","GO:0016226","iron-sulfur cluster assembly",3,0,0.62,"1.0000",1
"459","GO:0016236","macroautophagy",7,0,1.44,"1.0000",1
"460","GO:0016579","protein deubiquitination",6,0,1.23,"1.0000",1
"461","GO:0016998","cell wall macromolecule catabolic proces...",3,0,0.62,"1.0000",1
"462","GO:0019220","regulation of phosphate metabolic proces...",8,0,1.64,"1.0000",1
"463","GO:0019720","Mo-molybdopterin cofactor metabolic proc...",3,0,0.62,"1.0000",1
"464","GO:0019941","modification-dependent protein catabolic...",36,0,7.39,"1.0000",1
"465","GO:0022402","cell cycle process",21,0,4.31,"1.0000",1
"466","GO:0022406","membrane docking",8,0,1.64,"1.0000",1
"467","GO:0022618","ribonucleoprotein complex assembly",5,0,1.03,"1.0000",1
"468","GO:0022900","electron transport chain",4,0,0.82,"1.0000",1
"469","GO:0030071","regulation of mitotic metaphase/anaphase...",4,0,0.82,"1.0000",1
"470","GO:0031047","gene silencing by RNA",9,0,1.85,"1.0000",1
"471","GO:0031163","metallo-sulfur cluster assembly",3,0,0.62,"1.0000",1
"472","GO:0031325","positive regulation of cellular metaboli...",3,0,0.62,"1.0000",1
"473","GO:0031365","N-terminal protein amino acid modificati...",3,0,0.62,"1.0000",1
"474","GO:0031399","regulation of protein modification proce...",7,0,1.44,"1.0000",1
"475","GO:0031577","spindle checkpoint signaling",4,0,0.82,"1.0000",1
"476","GO:0032200","telomere organization",5,0,1.03,"1.0000",1
"477","GO:0032259","methylation",24,0,4.93,"1.0000",1
"478","GO:0032268","regulation of cellular protein metabolic...",8,0,1.64,"1.0000",1
"479","GO:0032506","cytokinetic process",6,0,1.23,"1.0000",1
"480","GO:0032940","secretion by cell",8,0,1.64,"1.0000",1
"481","GO:0033043","regulation of organelle organization",4,0,0.82,"1.0000",1
"482","GO:0033044","regulation of chromosome organization",4,0,0.82,"1.0000",1
"483","GO:0033045","regulation of sister chromatid segregati...",4,0,0.82,"1.0000",1
"484","GO:0033046","negative regulation of sister chromatid ...",4,0,0.82,"1.0000",1
"485","GO:0033047","regulation of mitotic sister chromatid s...",4,0,0.82,"1.0000",1
"486","GO:0033048","negative regulation of mitotic sister ch...",4,0,0.82,"1.0000",1
"487","GO:0033865","nucleoside bisphosphate metabolic proces...",6,0,1.23,"1.0000",1
"488","GO:0033875","ribonucleoside bisphosphate metabolic pr...",6,0,1.23,"1.0000",1
"489","GO:0034032","purine nucleoside bisphosphate metabolic...",6,0,1.23,"1.0000",1
"490","GO:0034035","purine ribonucleoside bisphosphate metab...",3,0,0.62,"1.0000",1
"491","GO:0034655","nucleobase-containing compound catabolic...",17,0,3.49,"1.0000",1
"492","GO:0035383","thioester metabolic process",3,0,0.62,"1.0000",1
"493","GO:0042157","lipoprotein metabolic process",7,0,1.44,"1.0000",1
"494","GO:0042158","lipoprotein biosynthetic process",7,0,1.44,"1.0000",1
"495","GO:0042180","cellular ketone metabolic process",3,0,0.62,"1.0000",1
"496","GO:0042181","ketone biosynthetic process",3,0,0.62,"1.0000",1
"497","GO:0042255","ribosome assembly",3,0,0.62,"1.0000",1
"498","GO:0042256","mature ribosome assembly",3,0,0.62,"1.0000",1
"499","GO:0042325","regulation of phosphorylation",8,0,1.64,"1.0000",1
"500","GO:0042364","water-soluble vitamin biosynthetic proce...",5,0,1.03,"1.0000",1
"501","GO:0043207","response to external biotic stimulus",3,0,0.62,"1.0000",1
"502","GO:0043414","macromolecule methylation",24,0,4.93,"1.0000",1
"503","GO:0043545","molybdopterin cofactor metabolic process",4,0,0.82,"1.0000",1
"504","GO:0043549","regulation of kinase activity",8,0,1.64,"1.0000",1
"505","GO:0043632","modification-dependent macromolecule cat...",36,0,7.39,"1.0000",1
"506","GO:0044036","cell wall macromolecule metabolic proces...",3,0,0.62,"1.0000",1
"507","GO:0044257","cellular protein catabolic process",36,0,7.39,"1.0000",1
"508","GO:0044265","cellular macromolecule catabolic process",56,0,11.5,"1.0000",1
"509","GO:0044419","biological process involved in interspec...",3,0,0.62,"1.0000",1
"510","GO:0044728","DNA methylation or demethylation",4,0,0.82,"1.0000",1
"511","GO:0044770","cell cycle phase transition",7,0,1.44,"1.0000",1
"512","GO:0044772","mitotic cell cycle phase transition",4,0,0.82,"1.0000",1
"513","GO:0044784","metaphase/anaphase transition of cell cy...",4,0,0.82,"1.0000",1
"514","GO:0045047","protein targeting to ER",8,0,1.64,"1.0000",1
"515","GO:0045454","cell redox homeostasis",9,0,1.85,"1.0000",1
"516","GO:0045786","negative regulation of cell cycle",7,0,1.44,"1.0000",1
"517","GO:0045839","negative regulation of mitotic nuclear d...",4,0,0.82,"1.0000",1
"518","GO:0045841","negative regulation of mitotic metaphase...",4,0,0.82,"1.0000",1
"519","GO:0045859","regulation of protein kinase activity",7,0,1.44,"1.0000",1
"520","GO:0045930","negative regulation of mitotic cell cycl...",4,0,0.82,"1.0000",1
"521","GO:0046165","alcohol biosynthetic process",3,0,0.62,"1.0000",1
"522","GO:0046903","secretion",8,0,1.64,"1.0000",1
"523","GO:0048193","Golgi vesicle transport",10,0,2.05,"1.0000",1
"524","GO:0048199","vesicle targeting, to, from or within Go...",4,0,0.82,"1.0000",1
"525","GO:0048207","vesicle targeting, rough ER to cis-Golgi",4,0,0.82,"1.0000",1
"526","GO:0048208","COPII vesicle coating",4,0,0.82,"1.0000",1
"527","GO:0048278","vesicle docking",8,0,1.64,"1.0000",1
"528","GO:0048518","positive regulation of biological proces...",3,0,0.62,"1.0000",1
"529","GO:0048519","negative regulation of biological proces...",31,0,6.37,"1.0000",1
"530","GO:0048522","positive regulation of cellular process",3,0,0.62,"1.0000",1
"531","GO:0048523","negative regulation of cellular process",8,0,1.64,"1.0000",1
"532","GO:0048583","regulation of response to stimulus",6,0,1.23,"1.0000",1
"533","GO:0050790","regulation of catalytic activity",8,0,1.64,"1.0000",1
"534","GO:0050801","ion homeostasis",4,0,0.82,"1.0000",1
"535","GO:0051128","regulation of cellular component organiz...",5,0,1.03,"1.0000",1
"536","GO:0051129","negative regulation of cellular componen...",4,0,0.82,"1.0000",1
"537","GO:0051174","regulation of phosphorus metabolic proce...",8,0,1.64,"1.0000",1
"538","GO:0051189","prosthetic group metabolic process",4,0,0.82,"1.0000",1
"539","GO:0051205","protein insertion into membrane",3,0,0.62,"1.0000",1
"540","GO:0051225","spindle assembly",7,0,1.44,"1.0000",1
"541","GO:0051246","regulation of protein metabolic process",8,0,1.64,"1.0000",1
"542","GO:0051276","chromosome organization",13,0,2.67,"1.0000",1
"543","GO:0051301","cell division",6,0,1.23,"1.0000",1
"544","GO:0051304","chromosome separation",4,0,0.82,"1.0000",1
"545","GO:0051306","mitotic sister chromatid separation",4,0,0.82,"1.0000",1
"546","GO:0051338","regulation of transferase activity",8,0,1.64,"1.0000",1
"547","GO:0051603","proteolysis involved in cellular protein...",36,0,7.39,"1.0000",1
"548","GO:0051640","organelle localization",13,0,2.67,"1.0000",1
"549","GO:0051648","vesicle localization",4,0,0.82,"1.0000",1
"550","GO:0051650","establishment of vesicle localization",4,0,0.82,"1.0000",1
"551","GO:0051656","establishment of organelle localization",5,0,1.03,"1.0000",1
"552","GO:0051668","localization within membrane",11,0,2.26,"1.0000",1
"553","GO:0051707","response to other organism",3,0,0.62,"1.0000",1
"554","GO:0051726","regulation of cell cycle",16,0,3.29,"1.0000",1
"555","GO:0051783","regulation of nuclear division",4,0,0.82,"1.0000",1
"556","GO:0051784","negative regulation of nuclear division",4,0,0.82,"1.0000",1
"557","GO:0051983","regulation of chromosome segregation",4,0,0.82,"1.0000",1
"558","GO:0051985","negative regulation of chromosome segreg...",4,0,0.82,"1.0000",1
"559","GO:0061024","membrane organization",7,0,1.44,"1.0000",1
"560","GO:0061919","process utilizing autophagic mechanism",13,0,2.67,"1.0000",1
"561","GO:0065009","regulation of molecular function",8,0,1.64,"1.0000",1
"562","GO:0070646","protein modification by small protein re...",6,0,1.23,"1.0000",1
"563","GO:0070647","protein modification by small protein co...",6,0,1.23,"1.0000",1
"564","GO:0070925","organelle assembly",17,0,3.49,"1.0000",1
"565","GO:0071173","spindle assembly checkpoint signaling",4,0,0.82,"1.0000",1
"566","GO:0071174","mitotic spindle checkpoint signaling",4,0,0.82,"1.0000",1
"567","GO:0071826","ribonucleoprotein complex subunit organi...",6,0,1.23,"1.0000",1
"568","GO:0071900","regulation of protein serine/threonine k...",7,0,1.44,"1.0000",1
"569","GO:0072593","reactive oxygen species metabolic proces...",3,0,0.62,"1.0000",1
"570","GO:0072594","establishment of protein localization to...",11,0,2.26,"1.0000",1
"571","GO:0072599","establishment of protein localization to...",8,0,1.64,"1.0000",1
"572","GO:0072657","protein localization to membrane",11,0,2.26,"1.0000",1
"573","GO:0090114","COPII-coated vesicle budding",4,0,0.82,"1.0000",1
"574","GO:0090150","establishment of protein localization to...",11,0,2.26,"1.0000",1
"575","GO:0090529","cell septum assembly",6,0,1.23,"1.0000",1
"576","GO:0098542","defense response to other organism",3,0,0.62,"1.0000",1
"577","GO:0098813","nuclear chromosome segregation",5,0,1.03,"1.0000",1
"578","GO:0140014","mitotic nuclear division",5,0,1.03,"1.0000",1
"579","GO:0140029","exocytic process",8,0,1.64,"1.0000",1
"580","GO:0140056","organelle localization by membrane tethe...",8,0,1.64,"1.0000",1
"581","GO:0140352","export from cell",8,0,1.64,"1.0000",1
"582","GO:0140694","non-membrane-bounded organelle assembly",10,0,2.05,"1.0000",1
"583","GO:1901615","organic hydroxy compound metabolic proce...",5,0,1.03,"1.0000",1
"584","GO:1901617","organic hydroxy compound biosynthetic pr...",3,0,0.62,"1.0000",1
"585","GO:1901661","quinone metabolic process",3,0,0.62,"1.0000",1
"586","GO:1901663","quinone biosynthetic process",3,0,0.62,"1.0000",1
"587","GO:1901987","regulation of cell cycle phase transitio...",7,0,1.44,"1.0000",1
"588","GO:1901988","negative regulation of cell cycle phase ...",7,0,1.44,"1.0000",1
"589","GO:1901990","regulation of mitotic cell cycle phase t...",4,0,0.82,"1.0000",1
"590","GO:1901991","negative regulation of mitotic cell cycl...",4,0,0.82,"1.0000",1
"591","GO:1902099","regulation of metaphase/anaphase transit...",4,0,0.82,"1.0000",1
"592","GO:1902100","negative regulation of metaphase/anaphas...",4,0,0.82,"1.0000",1
"593","GO:1903047","mitotic cell cycle process",5,0,1.03,"1.0000",1
"594","GO:1904029","regulation of cyclin-dependent protein k...",7,0,1.44,"1.0000",1
"595","GO:1905037","autophagosome organization",7,0,1.44,"1.0000",1
"596","GO:1905818","regulation of chromosome separation",4,0,0.82,"1.0000",1
"597","GO:1905819","negative regulation of chromosome separa...",4,0,0.82,"1.0000",1
"598","GO:2000816","negative regulation of mitotic sister ch...",4,0,0.82,"1.0000",1
"599","GO:2001251","negative regulation of chromosome organi...",4,0,0.82,"1.0000",1
